Sample name ,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Internal standard peak area,Sample mass
20 MC biota grp C white bugs blank,Blank,Pestle,Biota,20MC,PFHxS,83.221,665.801,1
20 MC biota grp C white bugs sample,Sample,Pestle,Biota,20MC,PFHxS,1015.703,64.888,0.1926
20 MC biota grp C white bugs spike,Spike,Pestle,Biota,20MC,PFHxS,6969.998,671.443,1
20 MC biota grp A hardshell bug blank,Blank,Pestle,Biota,20MC,PFHxS,27.735,793.125,1
20 MC biota grp A hardshell bug sample,Sample,Pestle,Biota,20MC,PFHxS,8793.791,829.411,0.5197
20 MC biota grp A hardshell bug spike,Spike,Pestle,Biota,20MC,PFHxS,492.131,680.923,1
20 MC biota grp B nymph blank,Blank,Homogenizer,Biota,20MC,PFHxS,43.486,869.492,1
20 MC biota grp B nymph sample,Sample,Homogenizer,Biota,20MC,PFHxS,1582.321,927.453,0.2189
20 MC biota grp B nymph spike,Spike,Homogenizer,Biota,20MC,PFHxS,4133.266,583.275,1
20 MC biota grp B mortar and pestle blank,Blank,Pestle,Biota,20MC,PFHxS,41.234,729.723,1
20 MC biota grp B crayfish sample,Sample,Pestle,Biota,20MC,PFHxS,482.251,732.523,0.8061
20 MC biota grp B crayfish spike,Spike,Pestle,Biota,20MC,PFHxS,6362.678,623.091,1
20 MC biota grp C bug blank,Blank,Pestle,Biota,20MC,PFHxS,100.836,506.378,1
20 MC biota grp C bug sample,Sample,Pestle,Biota,20MC,PFHxS,743.083,857.111,0.2294
20 MC biota grp C bug spike,Spike,Pestle,Biota,20MC,PFHxS,4249.658,508.566,1
20 MC biota grp A sunfish blank,Blank,Blender,Biota,20MC,PFHxS,45.146,837.247,1
20 MC biota grp A sunfish Johnny sample,Sample,Blender,Biota,20MC,PFHxS,292.815,834.926,1.6406
20 MC biota grp A sunfish spike,Spike,Blender,Biota,20MC,PFHxS,9613.8,911.879,1
20 MC biota grp C catfish blank,Blank,Blender,Biota,20MC,PFHxS,77.475,840.573,1
20 MC biota grp C catfish blender blank,Blank,Blender,Biota,20MC,PFHxS,55.085,568.626,1
20 MC biota grp C catfish sample 1,Sample,Blender,Biota,20MC,PFHxS,153.306,777.829,0.9648
20 MC biota grp C catfish sample 2,Sample,Blender,Biota,20MC,PFHxS,150.644,777.137,0.5661
20 MC biota grp C catfish sample 3,Sample,Blender,Biota,20MC,PFHxS,135.369,705.979,0.8456
20 MC biota grp C catfish spike,Spike,Blender,Biota,20MC,PFHxS,59403.629,164.233,1
20 MC biota grp B catfish blank,Blank,Blender,Biota,20MC,PFHxS,247.316,9.138,1
20 MC biota grp B catfish sample 2-1,Sample,Blender,Biota,20MC,PFHxS,436.084,0,1
20 MC biota grp B catfish sample 2-2,Sample,Blender,Biota,20MC,PFHxS,873.987,30.109,1
20 MC biota grp B catfish sample 2-3,Sample,Blender,Biota,20MC,PFHxS,644.86,60.72,1
20 MC biota grp B catfish spike,Spike,Blender,Biota,20MC,PFHxS,14908.249,14.697,1
MeOH Blank,Blank,Lab,N/A,20MC,PFHxS,54.717,0,1
MeOH Blank,Blank,Lab,N/A,NIA,PFHxS,0,0,1
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,0,480.49,1
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,61.946,724.588,1
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,299.82,611.845,1
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,480.994,754.465,1
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,1551.909,490.606,1
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,2652.352,531.293,1
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,5769.615,529.894,1
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,13967.861,515.627,1
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFHxS,27099.896,659.197,1
MeOH Blank,Blank,Lab,N/A,NIA,PFHxS,0,0.382,1
NIA water lab blank,Blank,Lab,Water,NIA,PFHxS,0,436.396,100
NIA water field blank,Blank,Field,Water,NIA,PFHxS,0,576.293,100
NIA water sample 1,Sample,Field,Water,NIA,PFHxS,1143.948,585.193,100
NIA water sample 2,Sample,Field,Water,NIA,PFHxS,1392.182,627.294,100
NIA water sample 3,Sample,Field,Water,NIA,PFHxS,971.103,646.571,100
NIA water spike 1,Spike,Field,Water,NIA,PFHxS,4521.775,611.201,100
NIA water spike 2,Spike,Field,Water,NIA,PFHxS,4117.444,1072.179,100
NIA sediment grp F lab blank,Blank,Lab,Sediment,NIA,PFHxS,0,586.714,1
NIA sediment grp F field blank,Blank,Field,Sediment,NIA,PFHxS,0,498.692,1.0028
NIA sediment grp F sample 1,Sample,Field,Sediment,NIA,PFHxS,347.963,960.567,1.087
NIA sediment grp F sample 2,Sample,Field,Sediment,NIA,PFHxS,173.597,581.357,1.0034
NIA sediment grp F spike,Spike,Lab,Sediment,NIA,PFHxS,5900.234,511.398,1
NIA sediment grp D lab blank,Blank,Lab,Sediment,NIA,PFHxS,66.501,656.1,1
NIA sediment grp D field blank,Blank,Field,Sediment,NIA,PFHxS,24.927,638.173,1.0001
NIA sediment grp D sample 1,Sample,Field,Sediment,NIA,PFHxS,312.352,548.312,1.06
NIA sediment grp D sample 2,Sample,Field,Sediment,NIA,PFHxS,683.997,697.614,1.004
NIA sediment grp D spike,Spike,Lab,Sediment,NIA,PFHxS,3959.034,588.158,1
NIA sediment grp E blank,Blank,Lab,Sediment,NIA,PFHxS,82.7,736.701,1
NIA sediment grp E sample 1,Sample,Field,Sediment,NIA,PFHxS,451.418,666.576,1.0002
NIA sediment grp E sample 2,Sample,Field,Sediment,NIA,PFHxS,262.38,1461.295,1.0105
NIA sediment grp E spike,Spike,Lab,Sediment,NIA,PFHxS,5639.184,584.569,1
MeOH Blank,Blank,Lab,N/A,NIA,PFHxS,0,0.968,1
NIA biota grp D shrimp blank,Blank,Homogenizer,Biota,NIA,PFHxS,0,504.372,1
NIA biota grp D shrimp sample 1,Sample,Homogenizer,Biota,NIA,PFHxS,45.502,631.485,0.7678
NIA biota grp D shrimp sample 2,Sample,Homogenizer,Biota,NIA,PFHxS,323.944,647.624,0.8816
NIA biota grp D shrimp sample 3,Sample,Homogenizer,Biota,NIA,PFHxS,941.838,584.743,0.8801
NIA biota grp D shrimp spike,Spike,Homogenizer,Biota,NIA,PFHxS,5728.865,497.387,1
NIA biota grp E shrimp blank,Blank,Homogenizer,Biota,NIA,PFHxS,0,768.769,1
NIA biota grp E shrimp sample,Sample,Homogenizer,Biota,NIA,PFHxS,424.163,1706.091,0.6702
NIA biota grp E shrimp spike,Spike,Homogenizer,Biota,NIA,PFHxS,3185.482,3546.409,1
NIA biota grp D snail 20x,Sample,Pestle,Biota,NIA,PFHxS,51.078,626.905,0.5
NIA biota grp E crayfish blank,Blank,Pestle,Biota,NIA,PFHxS,0,587.802,1
NIA biota grp E crayfish sample,Sample,Pestle,Biota,NIA,PFHxS,0,425.814,0.5353
NIA biota grp E crayfish spike,Spike,Pestle,Biota,NIA,PFHxS,7356.677,518.69,1
NIA biota grp D sunfish blank 1,Blank,Blender,Biota,NIA,PFHxS,0,436.477,1
NIA biota grp D sunfish blank 2,Blank,Blender,Biota,NIA,PFHxS,0,563.904,1
NIA biota grp D sunfish Cici sample 1 20x,Sample,Blender,Biota,NIA,PFHxS,0,269.058,0.9413
NIA biota grp D sunfish Cici sample 2 20x,Sample,Blender,Biota,NIA,PFHxS,0,565.519,0.6954
NIA biota grp D sunfish spike,Spike,Blender,Biota,NIA,PFHxS,4389.592,603.469,1
NIA biota grp D sunfish Sophie sample 1 20x,Sample,Blender,Biota,NIA,PFHxS,0,442.421,0.8905
NIA biota grp D sunfish Sophie sample 2 20x,Sample,Blender,Biota,NIA,PFHxS,38.866,544.616,0.5997
NIA biota grp D sunfish Sophie sample 3 20x,Sample,Blender,Biota,NIA,PFHxS,0,603.981,0.2789
NIA biota grp F catfish blank,Blank,Blender,Biota,NIA,PFHxS,0,864.171,1
NIA biota grp F catfish sample 20x,Sample,Blender,Biota,NIA,PFHxS,0,662.342,0.5925
NIA biota grp F catfish spike,Spike,Blender,Biota,NIA,PFHxS,5523.441,644.905,1
NIA biota grp F bug blank,Blank,Homogenizer,Biota,NIA,PFHxS,0,535.289,1
NIA biota grp F bug sample,Sample,Homogenizer,Biota,NIA,PFHxS,185.426,741.302,0.5
NIA biota grp F bug spike,Spike,Homogenizer,Biota,NIA,PFHxS,6960.142,586.843,1
NIA biota grp F shrimp blank,Blank,Homogenizer,Biota,NIA,PFHxS,43.137,769.955,1
NIA biota grp F shrimp sample,Sample,Homogenizer,Biota,NIA,PFHxS,437.767,651.755,1
NIA biota grp F shrimp spike,Spike,Homogenizer,Biota,NIA,PFHxS,3493.078,754.561,1
NIA biota grp E sunfish blank,Blank,Blender,Biota,NIA,PFHxS,0,648.083,1
NIA biota grp E sunfish sample 20x,Sample,Blender,Biota,NIA,PFHxS,0,593.323,0.7384
NIA biota grp E sunfish spike,Spike,Blender,Biota,NIA,PFHxS,5463.118,639.035,1
NIA biota grp D sunfish sample 20x,Sample,Blender,Biota,NIA,PFHxS,0,497.705,0.8926
MeOH Blank,Blank,Lab,N/A,20MC,PFOA,3137.409,0,1
20MC_0 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,2071.595,13614.122,1
20MC_0.2 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,1912.608,13011.8,1
20MC_0.4 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,4407.778,11455.743,1
20MC_1 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,8140.934,11420.63,1
20MC_2 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,14221.706,11160.996,1
20MC_4 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,25471.99,10185.641,1
20MC_10 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,53227.5,9908.299,1
20MC_20 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,124582.367,10360.169,1
20MC_40 ng/mL,Calibration curve,Lab,N/A,20MC,PFOA,243382.391,9897.303,1
MeOH Blank,Blank,Lab,Sediment,20MC,PFOA,928.493,0,1
20MC grp A sediment lab blank,Blank,Lab,Sediment,20MC,PFOA,2098.848,9289.543,1
20MC grp A sediment field blank,Blank,Field,Sediment,20MC,PFOA,1399.113,8933.319,0.9802
20MC grp A sediment 1,Sample,Field,Sediment,20MC,PFOA,1799.036,9414.103,0.9879
20MC grp A sediment 2,Sample,Field,Sediment,20MC,PFOA,2176.712,8178.99,1.0431
20MC grp A sediment spike,Spike,Lab,Sediment,20MC,PFOA,70793.07,6495.79,1
20MC grp C sediment lab blank,Blank,Lab,Sediment,20MC,PFOA,1367.752,8469.616,1
20MC grp C sediment field blank,Blank,Field,Sediment,20MC,PFOA,1806.409,7973.994,0.9912
20MC grp C sediment 1,Sample,Field,Sediment,20MC,PFOA,771.752,7986.257,0.9854
20MC grp C sediment 2,Sample,Field,Sediment,20MC,PFOA,1006.587,5850.719,0.7808
20MC grp C sediment spike,Spike,Lab,Sediment,20MC,PFOA,42935.727,7828.296,1
20MC grp B sediment lab blank,Blank,Lab,Sediment,20MC,PFOA,615.795,7890.6,1
20MC grp B sediment field blank,Blank,Field,Sediment,20MC,PFOA,708.255,7914.499,0.9912
20MC grp B sediment 1,Sample,Field,Sediment,20MC,PFOA,831.849,740.418,1.0204
20MC grp B sediment 2,Sample,Field,Sediment,20MC,PFOA,876.058,7123.974,1.0815
20MC grp B sediment spike,Spike,Lab,Sediment,20MC,PFOA,38725.566,7022.118,1
20 MC water field blank 1,Blank,Field,Water,20MC,PFOA,899.755,6764.758,100
20 MC water field blank 2,Blank,Field,Water,20MC,PFOA,862.597,6473.065,100
20 MC water sample 1,Sample,Field,Water,20MC,PFOA,1575.202,6692.614,100
20 MC water sample 2,Sample,Field,Water,20MC,PFOA,1612.971,0,100
20 MC water spike 1,Spike,Field,Water,20MC,PFOA,39248.809,6006.894,100
MeOH Blank,Blank,Lab,N/A,20MC,PFOA,1156.924,0,1
20 MC biota grp C white bugs blank,Blank,Pestle,Biota,20MC,PFOA,540.647,9026.2,1
20 MC biota grp C white bugs sample,Sample,Pestle,Biota,20MC,PFOA,5363.386,933.672,0.1926
20 MC biota grp C white bugs spike,Spike,Pestle,Biota,20MC,PFOA,33352.699,6875.945,1
20 MC biota grp A hardshell bug blank,Blank,Pestle,Biota,20MC,PFOA,538.658,6305.768,1
20 MC biota grp A hardshell bug sample,Sample,Pestle,Biota,20MC,PFOA,528.026,5130.115,0.5197
20 MC biota grp A hardshell bug spike,Spike,Pestle,Biota,20MC,PFOA,1658.103,5523.609,1
20 MC biota grp B nymph blank,Blank,Homogenizer,Biota,20MC,PFOA,884.748,6021.586,1
20 MC biota grp B nymph sample,Sample,Homogenizer,Biota,20MC,PFOA,809.031,6148.484,0.2189
20 MC biota grp B nymph spike,Spike,Homogenizer,Biota,20MC,PFOA,12281.847,4324.804,1
20 MC biota grp B mortar and pestle blank,Blank,Pestle,Biota,20MC,PFOA,629.95,5534.541,1
20 MC biota grp B crayfish sample,Sample,Pestle,Biota,20MC,PFOA,1866.959,5235.53,0.8061
20 MC biota grp B crayfish spike,Spike,Pestle,Biota,20MC,PFOA,27389.998,4956.854,1
20 MC biota grp C bug blank,Blank,Pestle,Biota,20MC,PFOA,451.825,5125.8,1
20 MC biota grp C bug sample,Sample,Pestle,Biota,20MC,PFOA,756.103,6264.557,0.2294
20 MC biota grp C bug spike,Spike,Pestle,Biota,20MC,PFOA,20013.137,4226.283,1
20 MC biota grp A sunfish blank,Blank,Blender,Biota,20MC,PFOA,1031.644,6156.821,1
20 MC biota grp A sunfish Johnny sample,Sample,Blender,Biota,20MC,PFOA,897.622,5279.851,1.6406
20 MC biota grp A sunfish spike,Spike,Blender,Biota,20MC,PFOA,35869.359,5463.454,1
20 MC biota grp C catfish blank,Blank,Blender,Biota,20MC,PFOA,1016.957,6164.27,1
20 MC biota grp C catfish blender blank,Blank,Blender,Biota,20MC,PFOA,534.855,4727.887,1
20 MC biota grp C catfish sample 1,Sample,Blender,Biota,20MC,PFOA,752.511,6058.139,0.9648
20 MC biota grp C catfish sample 2,Sample,Blender,Biota,20MC,PFOA,648.337,5954.912,0.5661
20 MC biota grp C catfish sample 3,Sample,Blender,Biota,20MC,PFOA,689.242,4739.534,0.8456
20 MC biota grp C catfish spike,Spike,Blender,Biota,20MC,PFOA,176493.469,4868.099,1
20 MC biota grp B catfish blank,Blank,Blender,Biota,20MC,PFOA,1275.486,326.357,1
20 MC biota grp B catfish sample 2-1,Sample,Blender,Biota,20MC,PFOA,844.705,518.053,1
20 MC biota grp B catfish sample 2-2,Sample,Blender,Biota,20MC,PFOA,1078.344,578.2,1
20 MC biota grp B catfish sample 2-3,Sample,Blender,Biota,20MC,PFOA,501.361,693.645,1
20 MC biota grp B catfish spike,Spike,Blender,Biota,20MC,PFOA,42498.848,120.625,1
MeOH Blank,Blank,Lab,N/A,20MC,PFOA,250.403,0.087,1
MeOH Blank,Blank,Lab,N/A,NIA,PFOA,250.403,0,1
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,425.002,5141.743,1
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,920.139,4675.214,1
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,1614.988,5197.423,1
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,3316.502,4914.226,1
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,6403.385,4870.798,1
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,12292.253,5167.313,1
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,26383.871,4884.75,1
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,62860.918,5107.007,1
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFOA,131674.359,5810.167,1
MeOH Blank,Blank,Lab,N/A,NIA,PFOA,423.651,0,1
NIA water lab blank,Blank,Lab,Water,NIA,PFOA,1192.263,5221.796,100
NIA water field blank,Blank,Field,Water,NIA,PFOA,473.067,4932.042,100
NIA water sample 1,Sample,Field,Water,NIA,PFOA,2332.352,4514.235,100
NIA water sample 2,Sample,Field,Water,NIA,PFOA,2052.404,4531.013,100
NIA water sample 3,Sample,Field,Water,NIA,PFOA,2253.275,4832.821,100
NIA water spike 1,Spike,Field,Water,NIA,PFOA,22639.076,4615.849,100
NIA water spike 2,Spike,Field,Water,NIA,PFOA,21567.557,10130.294,100
NIA sediment grp F lab blank,Blank,Lab,Sediment,NIA,PFOA,739.519,5783.376,1
NIA sediment grp F field blank,Blank,Field,Sediment,NIA,PFOA,284.145,5652.993,1.0028
NIA sediment grp F sample 1,Sample,Field,Sediment,NIA,PFOA,1521.457,8032.464,1.087
NIA sediment grp F sample 2,Sample,Field,Sediment,NIA,PFOA,1584.99,5222.103,1.0034
NIA sediment grp F spike,Spike,Lab,Sediment,NIA,PFOA,25763.236,4025.021,1
NIA sediment grp D lab blank,Blank,Lab,Sediment,NIA,PFOA,471.098,5080.57,1
NIA sediment grp D field blank,Blank,Field,Sediment,NIA,PFOA,529.105,5269.115,1.0001
NIA sediment grp D sample 1,Sample,Field,Sediment,NIA,PFOA,1329.143,4455.318,1.06
NIA sediment grp D sample 2,Sample,Field,Sediment,NIA,PFOA,1488.362,4251.809,1.004
NIA sediment grp D spike,Spike,Lab,Sediment,NIA,PFOA,15807.793,3946.22,1
NIA sediment grp E blank,Blank,Lab,Sediment,NIA,PFOA,623.944,4653.625,1
NIA sediment grp E sample 1,Sample,Field,Sediment,NIA,PFOA,1274.976,3630.561,1.0002
NIA sediment grp E sample 2,Sample,Field,Sediment,NIA,PFOA,1078.626,7846.02,1.0105
NIA sediment grp E spike,Spike,Lab,Sediment,NIA,PFOA,18309.758,4025.26,1
MeOH Blank,Blank,Lab,N/A,NIA,PFOA,389.662,0,1
NIA biota grp D shrimp blank,Blank,Homogenizer,Biota,NIA,PFOA,344.764,3705.264,1
NIA biota grp D shrimp sample 1,Sample,Homogenizer,Biota,NIA,PFOA,452.164,3512.191,0.7678
NIA biota grp D shrimp sample 2,Sample,Homogenizer,Biota,NIA,PFOA,749.196,3802.06,0.8816
NIA biota grp D shrimp sample 3,Sample,Homogenizer,Biota,NIA,PFOA,871.021,3358.558,0.8801
NIA biota grp D shrimp spike,Spike,Homogenizer,Biota,NIA,PFOA,16293.957,2616.346,1
NIA biota grp E shrimp blank,Blank,Homogenizer,Biota,NIA,PFOA,300.712,3402.676,1
NIA biota grp E shrimp sample,Sample,Homogenizer,Biota,NIA,PFOA,721.531,7362.289,0.6702
NIA biota grp E shrimp spike,Spike,Homogenizer,Biota,NIA,PFOA,8423.872,16296.438,1
NIA biota grp D snail 20x,Sample,Pestle,Biota,NIA,PFOA,276.989,2858.476,0.5
NIA biota grp E crayfish blank,Blank,Pestle,Biota,NIA,PFOA,391.544,3968.079,1
NIA biota grp E crayfish sample,Sample,Pestle,Biota,NIA,PFOA,1434.112,3131.22,0.5353
NIA biota grp E crayfish spike,Spike,Pestle,Biota,NIA,PFOA,19375.604,3360.476,1
NIA biota grp D sunfish blank 1,Blank,Blender,Biota,NIA,PFOA,212.832,2752.44,1
NIA biota grp D sunfish blank 2,Blank,Blender,Biota,NIA,PFOA,756.826,3875.417,1
NIA biota grp D sunfish Cici sample 1 20x,Sample,Blender,Biota,NIA,PFOA,237.059,2706.542,0.9413
NIA biota grp D sunfish Cici sample 2 20x,Sample,Blender,Biota,NIA,PFOA,271.209,3943.222,0.6954
NIA biota grp D sunfish spike,Spike,Blender,Biota,NIA,PFOA,19865.205,4887.089,1
NIA biota grp D sunfish Sophie sample 1 20x,Sample,Blender,Biota,NIA,PFOA,484.606,3499.489,0.8905
NIA biota grp D sunfish Sophie sample 2 20x,Sample,Blender,Biota,NIA,PFOA,345.816,3424.357,0.5997
NIA biota grp D sunfish Sophie sample 3 20x,Sample,Blender,Biota,NIA,PFOA,348.601,3965.218,0.2789
NIA biota grp F catfish blank,Blank,Blender,Biota,NIA,PFOA,433.088,4737.181,1
NIA biota grp F catfish sample 20x,Sample,Blender,Biota,NIA,PFOA,461.458,4582.634,0.5925
NIA biota grp F catfish spike,Spike,Blender,Biota,NIA,PFOA,20441.348,4922.959,1
NIA biota grp F bug blank,Blank,Homogenizer,Biota,NIA,PFOA,546.872,5602.799,1
NIA biota grp F bug sample,Sample,Homogenizer,Biota,NIA,PFOA,1409.801,4885.637,0.5
NIA biota grp F bug spike,Spike,Homogenizer,Biota,NIA,PFOA,27791.152,5245.807,1
NIA biota grp F shrimp blank,Blank,Homogenizer,Biota,NIA,PFOA,0,4535.645,1
NIA biota grp F shrimp sample,Sample,Homogenizer,Biota,NIA,PFOA,731.875,4799.319,1
NIA biota grp F shrimp spike,Spike,Homogenizer,Biota,NIA,PFOA,12994.93,4445.198,1
NIA biota grp E sunfish blank,Blank,Blender,Biota,NIA,PFOA,375.062,4872.475,1
NIA biota grp E sunfish sample 20x,Sample,Blender,Biota,NIA,PFOA,721.498,4361.58,0.7384
NIA biota grp E sunfish spike,Spike,Blender,Biota,NIA,PFOA,21413.303,5940.654,1
NIA biota grp D sunfish sample 20x,Sample,Blender,Biota,NIA,PFOA,283.93,4408.763,0.8926
MeOH Blank,Blank,Lab,N/A,20MC,PFNA,935.696,14.664,1
20MC_0 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,465.069,22541.84,1
20MC_0.2 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,2724.872,21421.137,1
20MC_0.4 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,7769.641,21523.354,1
20MC_1 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,15556.8,20049.029,1
20MC_2 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,29705.273,20202.088,1
20MC_4 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,54972.965,19868.529,1
20MC_10 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,117421.523,18575.322,1
20MC_20 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,282024.094,18489.488,1
20MC_40 ng/mL,Calibration curve,Lab,N/A,20MC,PFNA,547029.875,18044.137,1
MeOH Blank,Blank,Lab,Sediment,20MC,PFNA,1274.189,40.042,1
20MC grp A sediment lab blank,Blank,Lab,Sediment,20MC,PFNA,1529.864,15999.886,1
20MC grp A sediment field blank,Blank,Field,Sediment,20MC,PFNA,991.249,16099.153,0.9802
20MC grp A sediment 1,Sample,Field,Sediment,20MC,PFNA,1803.38,16794.041,0.9879
20MC grp A sediment 2,Sample,Field,Sediment,20MC,PFNA,1294.152,15714.878,1.0431
20MC grp A sediment spike,Spike,Lab,Sediment,20MC,PFNA,163022.578,12206.692,1
20MC grp C sediment lab blank,Blank,Lab,Sediment,20MC,PFNA,1838.582,15909.406,1
20MC grp C sediment field blank,Blank,Field,Sediment,20MC,PFNA,1059.579,16623.117,0.9912
20MC grp C sediment 1,Sample,Field,Sediment,20MC,PFNA,1178.859,17564.471,0.9854
20MC grp C sediment 2,Sample,Field,Sediment,20MC,PFNA,1208.191,13201.04,0.7808
20MC grp C sediment spike,Spike,Lab,Sediment,20MC,PFNA,101450.766,16785.766,1
20MC grp B sediment lab blank,Blank,Lab,Sediment,20MC,PFNA,904.978,15603.56,1
20MC grp B sediment field blank,Blank,Field,Sediment,20MC,PFNA,631.225,16243.942,0.9912
20MC grp B sediment 1,Sample,Field,Sediment,20MC,PFNA,799.25,1975.376,1.0204
20MC grp B sediment 2,Sample,Field,Sediment,20MC,PFNA,1244.375,14816.313,1.0815
20MC grp B sediment spike,Spike,Lab,Sediment,20MC,PFNA,103683.289,14450.645,1
20 MC water field blank 1,Blank,Field,Water,20MC,PFNA,1113.756,15201.824,100
20 MC water field blank 2,Blank,Field,Water,20MC,PFNA,1118.077,15483.507,100
20 MC water sample 1,Sample,Field,Water,20MC,PFNA,1251.671,14750.961,100
20 MC water sample 2,Sample,Field,Water,20MC,PFNA,2150.576,2.437,100
20 MC water spike 1,Spike,Field,Water,20MC,PFNA,105934.531,14258.07,100
MeOH Blank,Blank,Lab,N/A,20MC,PFNA,748.636,0,1
20 MC biota grp C white bugs blank,Blank,Pestle,Biota,20MC,PFNA,998.722,17538.17,1
20 MC biota grp C white bugs sample,Sample,Pestle,Biota,20MC,PFNA,21553.971,1425.784,0.1926
20 MC biota grp C white bugs spike,Spike,Pestle,Biota,20MC,PFNA,98056.664,16397.912,1
20 MC biota grp A hardshell bug blank,Blank,Pestle,Biota,20MC,PFNA,1007.358,15906.313,1
20 MC biota grp A hardshell bug sample,Sample,Pestle,Biota,20MC,PFNA,1636.099,12777.745,0.5197
20 MC biota grp A hardshell bug spike,Spike,Pestle,Biota,20MC,PFNA,5828.678,15167.537,1
20 MC biota grp B nymph blank,Blank,Homogenizer,Biota,20MC,PFNA,861.889,15364.511,1
20 MC biota grp B nymph sample,Sample,Homogenizer,Biota,20MC,PFNA,1846.796,13164.971,0.2189
20 MC biota grp B nymph spike,Spike,Homogenizer,Biota,20MC,PFNA,43905.203,11435.606,1
20 MC biota grp B mortar and pestle blank,Blank,Pestle,Biota,20MC,PFNA,1994.545,14671.396,1
20 MC biota grp B crayfish sample,Sample,Pestle,Biota,20MC,PFNA,1224.167,12481.278,0.8061
20 MC biota grp B crayfish spike,Spike,Pestle,Biota,20MC,PFNA,93706.266,13647.335,1
20 MC biota grp C bug blank,Blank,Pestle,Biota,20MC,PFNA,1053.979,13701.733,1
20 MC biota grp C bug sample,Sample,Pestle,Biota,20MC,PFNA,1479.348,14751.088,0.2294
20 MC biota grp C bug spike,Spike,Pestle,Biota,20MC,PFNA,66038.719,11864.363,1
20 MC biota grp A sunfish blank,Blank,Blender,Biota,20MC,PFNA,1985.794,15893.187,1
20 MC biota grp A sunfish Johnny sample,Sample,Blender,Biota,20MC,PFNA,3627.025,12016.675,1.6406
20 MC biota grp A sunfish spike,Spike,Blender,Biota,20MC,PFNA,125458.289,13262.604,1
20 MC biota grp C catfish blank,Blank,Blender,Biota,20MC,PFNA,598.586,16190.171,1
20 MC biota grp C catfish blender blank,Blank,Blender,Biota,20MC,PFNA,709.806,11475.55,1
20 MC biota grp C catfish sample 1,Sample,Blender,Biota,20MC,PFNA,1440.359,14941.113,0.9648
20 MC biota grp C catfish sample 2,Sample,Blender,Biota,20MC,PFNA,767.606,15208.683,0.5661
20 MC biota grp C catfish sample 3,Sample,Blender,Biota,20MC,PFNA,1566.949,12317.506,0.8456
20 MC biota grp C catfish spike,Spike,Blender,Biota,20MC,PFNA,654270.313,14872.313,1
20 MC biota grp B catfish blank,Blank,Blender,Biota,20MC,PFNA,9334.481,1433.354,1
20 MC biota grp B catfish sample 2-1,Sample,Blender,Biota,20MC,PFNA,2429.951,1264.596,1
20 MC biota grp B catfish sample 2-2,Sample,Blender,Biota,20MC,PFNA,2618.886,1273.422,1
20 MC biota grp B catfish sample 2-3,Sample,Blender,Biota,20MC,PFNA,1292.517,1974.495,1
20 MC biota grp B catfish spike,Spike,Blender,Biota,20MC,PFNA,174898.438,763.473,1
MeOH Blank,Blank,Lab,N/A,20MC,PFNA,1876.017,0,1
MeOH Blank,Blank,Lab,N/A,NIA,PFNA,1876.017,0,1
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,267.113,13870.838,1
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,1691.265,15055.797,1
