Sample Name,Sample Type,Sample group,Matrix,Location,Compound,Analyte peak area,Internal standard peak area,Sample mass
NIA_40 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxA,1.35E+07,1.63E+06,
NIA_100 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxA,2.92E+07,1.26E+06,
NIA H sunfish water blank,Blank,Homogenizer,Biota,NIA,PFHxA,-2.46E+04,1.60E+06,
NIA H sunfish homogenizer blank,Blank,Homogenizer,Biota,NIA,PFHxA,-6.78E+03,1.54E+06,
NIA H sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-1.06E+05,1.52E+06,
NIA H sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-6.26E+04,1.61E+06,
NIA H sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-2.24E+04,1.59E+06,
NIA H sunfish spike,Spike,Homogenizer,Biota,NIA,PFHxA,2.65E+06,1.65E+06,
NIA G biota catfish 1B 2x,Sample,Homogenizer,Biota,NIA,PFHxA,2.04E+04,1.34E+06,
NIA G biota catfish 1C 2x,Sample,Homogenizer,Biota,NIA,PFHxA,2.69E+04,1.36E+06,
NIA I Sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-7.37E+03,1.49E+06,
NIA I Sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-1.66E+04,1.69E+06,
NIA I Sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-7.45E+03,2.24E+06,
NIA I Sunfish sample 4 2x,Sample,Homogenizer,Biota,NIA,PFHxA,-3.78E+03,1.88E+06,
20MC C1 sediment lab blank,Blank,Lab,Sediment,20MC,PFHpA,8.83E+03,1.07E+06,
20MC C2 sediment field blank,Blank,Field,Sediment,20MC,PFHpA,1.98E+04,9.47E+05,
20MC C3 sediment field sample,Sample,Field,Sediment,20MC,PFHpA,2.41E+05,1.12E+06,
20MC C4 sediment sand spike,Spike,Lab,Sediment,20MC,PFHpA,1.60E+06,9.24E+05,
20MC C1 biota catfish 1,Sample,Homogenizer,Biota,20MC,PFHpA,1.86E+04,1.10E+06,
20MC C4 biota catfish 2,Sample,Homogenizer,Biota,20MC,PFHpA,2.15E+04,9.74E+05,
20MC C2 biota bug/beetle,Sample,Homogenizer,Biota,20MC,PFHpA,1.84E+06,1.15E+06,
20MC C3 biota catepillar,Sample,Homogenizer,Biota,20MC,PFHpA,1.63E+04,1.37E+06,
20MC C5 biota insect,Sample,Homogenizer,Biota,20MC,PFHpA,-3.72E+03,1.36E+06,
20MC C6 biota homogenization blank,Blank,Homogenizer,Biota,20MC,PFHpA,1.23E+04,1.46E+06,
20MC C7 biota lab blank,Blank,Lab,Biota,20MC,PFHpA,1.26E+04,1.42E+06,
20MC D1 Hard-shell sample,Sample,Pestle,Biota,20MC,PFHpA,3.04E+04,1.35E+06,
20MC D2 Catfish sample,Sample,Homogenizer,Biota,20MC,PFHpA,4.16E+04,1.33E+06,
20MC D3 Biota spike,Spike,Homogenizer,Biota,20MC,PFHpA,9.82E+03,8.15E+05,
20MC D4 Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFHpA,-9.56E+03,1.56E+06,
20MC D5 Sediment Field Blank,Blank,Field,Sediment,20MC,PFHpA,-1.94E+04,1.63E+06,
20MC D6 Sediment Spike,Spike,Lab,Sediment,20MC,PFHpA,3.13E+06,1.31E+06,
20MC D7 Sediment Sample,Sample,Field,Sediment,20MC,PFHpA,5.09E+04,1.57E+06,
20MC B1 Sediment Lab blank,Blank,Lab,Sediment,20MC,PFHpA,1.22E+04,1.19E+06,
20MC B2 Sediment Sample,Sample,Field,Sediment,20MC,PFHpA,4.41E+04,1.43E+06,
20MC B3 Sand Spike,Spike,Lab,Sediment,20MC,PFHpA,2.62E+06,1.14E+06,
20MC B4 Crayfish Homoblank,Blank,Pestle,Biota,20MC,PFHpA,-2.88E+03,1.57E+06,
20MC B5 Crayfish MTBE Sample,Sample,Pestle,Biota,20MC,PFHpA,2.49E+04,1.26E+06,
20MC B6 Crayfish Spike,Spike,Pestle,Biota,20MC,PFHpA,1.87E+06,1.45E+06,
20MC MeOH Blank 1,Blank,Lab,N/A,20MC,PFHpA,2.31E+04,3.80E+03,
20MC_0 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,1.45E+04,1.25E+06,
20MC_0.2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,1.02E+05,1.33E+06,
20MC_0.4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,1.89E+05,1.39E+06,
20MC_1 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,3.89E+05,1.43E+06,
20MC_2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,7.75E+05,1.38E+06,
20MC_4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,1.48E+06,1.38E+06,
20MC_10 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,2.91E+06,1.23E+06,
20MC_20 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,6.98E+06,1.45E+06,
20MC_40 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,1.15E+07,1.29E+06,
20MC_100 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHpA,2.44E+07,1.06E+06,
20MC MeOH Blank 2,Blank,Lab,N/A,20MC,PFHpA,2.83E+04,4.15E+03,
20MC water lab blank,Blank,Lab,Water,20MC,PFHpA,1.19E+04,1.40E+06,
20MC water field blank,Blank,Field,Water,20MC,PFHpA,1.81E+04,1.54E+06,
20MC water sample 1,Sample,Field,Water,20MC,PFHpA,3.57E+04,1.32E+06,
20MC water sample 2,Sample,Field,Water,20MC,PFHpA,2.58E+04,1.11E+06,
20MC water sample 3,Sample,Field,Water,20MC,PFHpA,2.53E+04,1.05E+06,
20MC water spike 1,Spike,Field,Water,20MC,PFHpA,2.99E+06,1.60E+06,
20MC water spike 2,Spike,Field,Water,20MC,PFHpA,3.43E+06,1.41E+06,
NIA water lab blank,Blank,Lab,Water,NIA,PFHpA,1.09E+04,1.57E+06,
NIA water field blank,Blank,Field,Water,NIA,PFHpA,2.50E+04,1.30E+06,
NIA water sample 1,Sample,Field,Water,NIA,PFHpA,1.80E+05,8.67E+05,
NIA water sample 2,Sample,Field,Water,NIA,PFHpA,1.37E+05,1.38E+06,
NIA water sample 3,Sample,Field,Water,NIA,PFHpA,1.16E+05,1.15E+06,
NIA water sample 4,Sample,Field,Water,NIA,PFHpA,1.67E+05,9.81E+05,
NIA water field spike 1,Spike,Field,Water,NIA,PFHpA,2.22E+06,1.06E+06,
NIA water field spike 2,Spike,Field,Water,NIA,PFHpA,3.82E+06,1.18E+06,
20MC B7 Shell Sample 1,Sample,Pestle,Biota,20MC,PFHpA,1.35E+04,1.51E+06,
20MC B8 Shell Sample 2,Sample,Pestle,Biota,20MC,PFHpA,2.44E+04,1.42E+06,
20MC B9 Shell Sample 3,Sample,Pestle,Biota,20MC,PFHpA,1.86E+04,1.40E+06,
20MC A1 Sediment Field Blank,Blank,Field,Sediment,20MC,PFHpA,9.11E+04,1.18E+06,
20MC A2 Sediment Spike,Spike,Lab,Sediment,20MC,PFHpA,6.96E+05,9.87E+05,
20MC A3 Sediment Sample,Sample,Field,Sediment,20MC,PFHpA,1.05E+05,1.42E+06,
20MC A4 Biota Lab Blank,Blank,Lab,Biota,20MC,PFHpA,1.10E+04,1.36E+06,
20MC A5 Homogenization Blank,Blank,Homogenizer,Biota,20MC,PFHpA,1.10E+04,1.59E+06,
20MC A6 Biota Spike,Spike,Homogenizer,Biota,20MC,PFHpA,1.55E+05,1.74E+06,
20MC A7 Biota Bug,Sample,Homogenizer,Biota,20MC,PFHpA,6.80E+03,1.66E+06,
20MC A8 Biota Sunfish,Sample,Homogenizer,Biota,20MC,PFHpA,1.06E+04,1.67E+06,
NIA E Biota Lab Lab Blank,Blank,Lab,Biota,NIA,PFHpA,1.05E+04,1.20E+06,
NIA E Biota Homogenized Lab Blank,Blank,Homogenizer,Biota,NIA,PFHpA,7.24E+03,1.55E+06,
NIA E Biota Spike,Spike,Homogenizer,Biota,NIA,PFHpA,2.06E+06,1.64E+06,
NIA E Biota Bugs Sample,Sample,Homogenizer,Biota,NIA,PFHpA,1.33E+04,1.73E+06,
NIA E Biota Shrimps Sample,Sample,Homogenizer,Biota,NIA,PFHpA,8.32E+03,1.53E+06,
NIA E Sediment Sand Field Blank,Blank,Field,Sediment,NIA,PFHpA,2.14E+04,1.16E+06,
NIA E Sediment Sand Lab Blank,Blank,Lab,Sediment,NIA,PFHpA,-1.27E+04,1.32E+06,
NIA E Sediment Sample 1,Sample,Field,Sediment,NIA,PFHpA,5.03E+04,1.04E+06,
NIA E Sediment Sample 2,Sample,Field,Sediment,NIA,PFHpA,2.81E+04,1.05E+06,
NIA E Sediment Sample 3,Sample,Field,Sediment,NIA,PFHpA,3.35E+04,1.11E+06,
NIA E Sediment Sand Spike,Spike,Lab,Sediment,NIA,PFHpA,3.35E+06,1.01E+06,
NIA-G-field sand blank,Blank,Field,Sediment,NIA,PFHpA,4.87E+04,2.08E+05,
NIA-G-lab send blank,Blank,Lab,Sediment,NIA,PFHpA,1.42E+04,2.42E+05,
NIA-G-sediment sample,Sample,Field,Sediment,NIA,PFHpA,3.35E+04,2.17E+05,
NIA-G-sand spike,Spike,Lab,Sediment,NIA,PFHpA,2.42E+06,2.02E+05,
NIA G Shrimp Lab Blank 2x,Blank,Lab,Biota,NIA,PFHpA,1.61E+04,1.13E+06,
NIA G Shrimp Homogenized Blank 2x,Blank,Homogenizer,Biota,NIA,PFHpA,1.83E+04,1.39E+06,
NIA G Shrimp Sample 2x,Sample,Homogenizer,Biota,NIA,PFHpA,2.20E+04,1.23E+06,
NIA G Shrimp Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFHpA,2.84E+06,1.17E+06,
NIA G Catfish Lab Blank 20x,Blank,Homogenizer,Biota,NIA,PFHpA,1.66E+04,1.21E+06,
NIA G Catfish Homogenized Blank 20x,Blank,Homogenizer,Biota,NIA,PFHpA,1.04E+04,1.08E+06,
NIA G Catfish A Sample 20x,Sample,Homogenizer,Biota,NIA,PFHpA,1.92E+04,1.36E+06,
NIA G Catfish B Sample 20x,Sample,Homogenizer,Biota,NIA,PFHpA,1.56E+04,1.32E+06,
NIA G Catfish C Sample 20x,Sample,Homogenizer,Biota,NIA,PFHpA,7.46E+03,1.49E+06,
NIA G Catfish Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFHpA,1.58E+06,1.14E+06,
NIA G Sediment Lab Blank,Blank,Lab,Sediment,NIA,PFHpA,9.34E+04,1.28E+06,
NIA G Sediment Field Blank,Blank,Field,Sediment,NIA,PFHpA,1.16E+04,1.03E+06,
NIA G Sediment Sample 2x,Sample,Field,Sediment,NIA,PFHpA,2.99E+04,1.18E+06,
NIA G Sediment Spike 2x,Spike,Lab,Sediment,NIA,PFHpA,2.68E+06,1.23E+06,
NIA I Sun fish Homogenized blank 2x,Blank,Homogenizer,Biota,NIA,PFHpA,1.91E+04,1.51E+06,
NIA I Sun fish spike 2x,Spike,Homogenizer,Biota,NIA,PFHpA,3.26E+05,1.29E+06,
NIA I Sun fish sample 4 20x,Sample,Homogenizer,Biota,NIA,PFHpA,7.43E+03,1.55E+06,
NIA I Sun fish sample 1 20x,Sample,Homogenizer,Biota,NIA,PFHpA,1.48E+04,8.43E+05,
Nia I Sun Fish sample 20x,Sample,Homogenizer,Biota,NIA,PFHpA,1.08E+04,1.50E+06,
NIA I Sun fish sample Homo blank,Blank,Homogenizer,Biota,NIA,PFHpA,1.58E+04,1.66E+06,
NIA F shrimp Sample,Sample,Homogenizer,Biota,NIA,PFHpA,1.17E+04,1.38E+06,
NIA F catfish A sample,Sample,Homogenizer,Biota,NIA,PFHpA,6.48E+03,1.39E+06,
NIA F catfish B sample,Sample,Homogenizer,Biota,NIA,PFHpA,8.52E+03,1.34E+06,
NIA F catfish C sample,Sample,Homogenizer,Biota,NIA,PFHpA,1.38E+04,1.32E+06,
NIA F biota spike,Spike,Homogenizer,Biota,NIA,PFHpA,3.03E+06,1.14E+06,
NIA H sedment field blank2,Blank,Field,Sediment,NIA,PFHpA,2.42E+04,1.46E+06,
NIA H sedment lab spike1,Spike,Lab,Sediment,NIA,PFHpA,1.36E+06,1.44E+06,
NIA H sedment sample2,Sample,Field,Sediment,NIA,PFHpA,3.74E+04,1.47E+06,
NIA H sedment field blank1,Blank,Field,Sediment,NIA,PFHpA,1.90E+04,1.47E+06,
NIA H sedment lab spike2,Spike,Lab,Sediment,NIA,PFHpA,2.42E+06,1.43E+06,
NIA H sedment lab blank2,Blank,Lab,Sediment,NIA,PFHpA,3.07E+04,1.34E+06,
NIA H sedment lab blank1,Blank,Lab,Sediment,NIA,PFHpA,2.91E+04,1.33E+06,
NIA H sedment sample1,Sample,Field,Sediment,NIA,PFHpA,4.72E+04,1.30E+06,
NIA F lab homogenized blank 2X,Blank,Lab,Biota,NIA,PFHpA,2.24E+04,1.42E+06,
NIA F lab lab blank 2X,Blank,Lab,Biota,NIA,PFHpA,1.63E+04,1.54E+06,
NIA F Sediment field blank,Blank,Field,Sediment,NIA,PFHpA,2.79E+04,1.49E+06,
NIA F Sediment lab blank,Blank,Lab,Sediment,NIA,PFHpA,1.07E+05,1.55E+06,
NIA F Sediment Sample,Sample,Field,Sediment,NIA,PFHpA,1.38E+05,1.59E+06,
NIA F Sediment Spike,Spike,Lab,Sediment,NIA,PFHpA,2.52E+06,1.64E+06,
NIA I Sediment field blank,Blank,Field,Sediment,NIA,PFHpA,2.57E+04,1.43E+06,
NIA I Sediment FIeld Spike,Spike,Field,Sediment,NIA,PFHpA,2.21E+04,1.14E+06,
NIA MeOH Blank,Blank,Lab,N/A,NIA,PFHpA,1.78E+04,4.47E+03,
NIA_0 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,1.20E+04,1.67E+06,
NIA_0.2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,1.29E+05,1.75E+06,
NIA_0.4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,2.28E+05,1.79E+06,
NIA_1 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,4.62E+05,1.82E+06,
NIA_2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,9.70E+05,1.73E+06,
NIA_4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,1.74E+06,1.73E+06,
NIA_10 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,4.38E+06,1.69E+06,
NIA_20 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,7.94E+06,1.65E+06,
NIA_40 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,6.83E+06,1.63E+06,
NIA_100 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHpA,1.62E+07,1.26E+06,
NIA H sunfish water blank,Blank,Homogenizer,Biota,NIA,PFHpA,1.11E+04,1.60E+06,
NIA H sunfish homogenizer blank,Blank,Homogenizer,Biota,NIA,PFHpA,9.34E+03,1.54E+06,
NIA H sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFHpA,2.08E+04,1.52E+06,
NIA H sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFHpA,1.09E+04,1.61E+06,
NIA H sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFHpA,8.71E+03,1.59E+06,
NIA H sunfish spike,Spike,Homogenizer,Biota,NIA,PFHpA,2.91E+06,1.65E+06,
NIA G biota catfish 1B 2x,Sample,Homogenizer,Biota,NIA,PFHpA,1.52E+04,1.34E+06,
NIA G biota catfish 1C 2x,Sample,Homogenizer,Biota,NIA,PFHpA,2.64E+04,1.36E+06,
NIA I Sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFHpA,1.44E+04,1.49E+06,
NIA I Sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFHpA,1.54E+04,1.69E+06,
NIA I Sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFHpA,1.95E+04,2.24E+06,
NIA I Sunfish sample 4 2x,Sample,Homogenizer,Biota,NIA,PFHpA,1.69E+04,1.88E+06,
20MC C1 sediment lab blank,Blank,Lab,Sediment,20MC,PFOA,3.57E+04,9.15E+05,
20MC C2 sediment field blank,Blank,Field,Sediment,20MC,PFOA,3.68E+04,9.26E+05,
20MC C3 sediment field sample,Sample,Field,Sediment,20MC,PFOA,2.05E+05,8.66E+05,
20MC C4 sediment sand spike,Spike,Lab,Sediment,20MC,PFOA,1.19E+06,9.01E+05,
20MC C1 biota catfish 1,Sample,Homogenizer,Biota,20MC,PFOA,3.76E+04,8.00E+05,
20MC C4 biota catfish 2,Sample,Homogenizer,Biota,20MC,PFOA,3.94E+04,8.59E+05,
20MC C2 biota bug/beetle,Sample,Homogenizer,Biota,20MC,PFOA,1.29E+06,9.20E+05,
20MC C3 biota catepillar,Sample,Homogenizer,Biota,20MC,PFOA,4.38E+04,9.99E+05,
20MC C5 biota insect,Sample,Homogenizer,Biota,20MC,PFOA,3.47E+04,8.39E+05,
20MC C6 biota homogenization blank,Blank,Homogenizer,Biota,20MC,PFOA,3.19E+04,9.19E+05,
20MC C7 biota lab blank,Blank,Lab,Biota,20MC,PFOA,4.13E+04,1.23E+06,
20MC D1 Hard-shell sample,Sample,Pestle,Biota,20MC,PFOA,9.14E+04,1.19E+06,
20MC D2 Catfish sample,Sample,Homogenizer,Biota,20MC,PFOA,7.60E+04,1.13E+06,
20MC D3 Biota spike,Spike,Homogenizer,Biota,20MC,PFOA,2.70E+04,1.03E+06,
20MC D4 Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFOA,3.25E+04,1.29E+06,
20MC D5 Sediment Field Blank,Blank,Field,Sediment,20MC,PFOA,3.79E+04,1.24E+06,
20MC D6 Sediment Spike,Spike,Lab,Sediment,20MC,PFOA,2.33E+06,1.23E+06,
20MC D7 Sediment Sample,Sample,Field,Sediment,20MC,PFOA,5.11E+04,1.28E+06,
20MC B1 Sediment Lab blank,Blank,Lab,Sediment,20MC,PFOA,3.53E+04,1.37E+06,
20MC B2 Sediment Sample,Sample,Field,Sediment,20MC,PFOA,1.01E+05,1.03E+06,
20MC B3 Sand Spike,Spike,Lab,Sediment,20MC,PFOA,1.86E+06,1.12E+06,
20MC B4 Crayfish Homoblank,Blank,Pestle,Biota,20MC,PFOA,3.46E+04,1.21E+06,
20MC B5 Crayfish MTBE Sample,Sample,Pestle,Biota,20MC,PFOA,5.76E+04,1.03E+06,
20MC B6 Crayfish Spike,Spike,Pestle,Biota,20MC,PFOA,1.71E+06,1.25E+06,
20MC MeOH Blank 1,Blank,Lab,N/A,20MC,PFOA,7.07E+04,3.35E+03,
20MC_0 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,2.41E+04,1.15E+06,
20MC_0.2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,1.06E+05,1.22E+06,
20MC_0.4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,1.71E+05,1.17E+06,
20MC_1 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,3.24E+05,1.22E+06,
20MC_2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,6.59E+05,1.17E+06,
20MC_4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,1.17E+06,1.19E+06,
20MC_10 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,2.30E+06,9.27E+05,
20MC_20 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,6.30E+06,1.26E+06,
20MC_40 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,1.07E+07,1.25E+06,
20MC_100 ng/mL,Calibration Curve,Lab,N/A,20MC,PFOA,2.49E+07,9.86E+05,
20MC MeOH Blank 2,Blank,Lab,N/A,20MC,PFOA,7.73E+04,3.30E+03,
20MC water lab blank,Blank,Lab,Water,20MC,PFOA,4.05E+04,1.17E+06,
20MC water field blank,Blank,Field,Water,20MC,PFOA,3.54E+04,1.40E+06,
20MC water sample 1,Sample,Field,Water,20MC,PFOA,5.40E+04,1.29E+06,
20MC water sample 2,Sample,Field,Water,20MC,PFOA,4.54E+04,8.59E+05,
20MC water sample 3,Sample,Field,Water,20MC,PFOA,5.65E+04,1.00E+06,
20MC water spike 1,Spike,Field,Water,20MC,PFOA,1.86E+06,1.33E+06,
20MC water spike 2,Spike,Field,Water,20MC,PFOA,2.61E+06,1.23E+06,
NIA water lab blank,Blank,Lab,Water,NIA,PFOA,3.58E+04,1.46E+06,
NIA water field blank,Blank,Field,Water,NIA,PFOA,4.18E+04,1.04E+06,
NIA water sample 1,Sample,Field,Water,NIA,PFOA,1.48E+05,8.86E+05,
NIA water sample 2,Sample,Field,Water,NIA,PFOA,9.17E+04,9.62E+05,
NIA water sample 3,Sample,Field,Water,NIA,PFOA,1.06E+05,1.01E+06,
NIA water sample 4,Sample,Field,Water,NIA,PFOA,1.36E+05,9.04E+05,
NIA water field spike 1,Spike,Field,Water,NIA,PFOA,1.84E+06,9.61E+05,
NIA water field spike 2,Spike,Field,Water,NIA,PFOA,2.63E+06,8.16E+05,
20MC B7 Shell Sample 1,Sample,Pestle,Biota,20MC,PFOA,4.25E+04,9.22E+05,
20MC B8 Shell Sample 2,Sample,Pestle,Biota,20MC,PFOA,4.17E+04,1.00E+06,
20MC B9 Shell Sample 3,Sample,Pestle,Biota,20MC,PFOA,4.63E+04,1.13E+06,
20MC A1 Sediment Field Blank,Blank,Field,Sediment,20MC,PFOA,2.21E+05,1.38E+06,
20MC A2 Sediment Spike,Spike,Lab,Sediment,20MC,PFOA,7.04E+05,1.13E+06,
20MC A3 Sediment Sample,Sample,Field,Sediment,20MC,PFOA,2.67E+05,1.39E+06,
20MC A4 Biota Lab Blank,Blank,Lab,Biota,20MC,PFOA,4.79E+04,1.21E+06,
20MC A5 Homogenization Blank,Blank,Homogenizer,Biota,20MC,PFOA,4.20E+04,1.37E+06,
20MC A6 Biota Spike,Spike,Homogenizer,Biota,20MC,PFOA,1.75E+05,1.41E+06,
20MC A7 Biota Bug,Sample,Homogenizer,Biota,20MC,PFOA,3.99E+04,1.35E+06,
20MC A8 Biota Sunfish,Sample,Homogenizer,Biota,20MC,PFOA,4.22E+04,1.24E+06,
NIA E Biota Lab Lab Blank,Blank,Lab,Biota,NIA,PFOA,4.46E+04,1.07E+06,
NIA E Biota Homogenized Lab Blank,Blank,Homogenizer,Biota,NIA,PFOA,3.31E+04,1.29E+06,
NIA E Biota Spike,Spike,Homogenizer,Biota,NIA,PFOA,1.74E+06,1.43E+06,
NIA E Biota Bugs Sample,Sample,Homogenizer,Biota,NIA,PFOA,4.78E+04,1.37E+06,
NIA E Biota Shrimps Sample,Sample,Homogenizer,Biota,NIA,PFOA,5.12E+04,1.34E+06,
NIA E Sediment Sand Field Blank,Blank,Field,Sediment,NIA,PFOA,5.45E+04,1.18E+06,
NIA E Sediment Sand Lab Blank,Blank,Lab,Sediment,NIA,PFOA,4.41E+04,1.16E+06,
NIA E Sediment Sample 1,Sample,Field,Sediment,NIA,PFOA,7.56E+04,1.09E+06,
NIA E Sediment Sample 2,Sample,Field,Sediment,NIA,PFOA,6.96E+04,1.12E+06,
NIA E Sediment Sample 3,Sample,Field,Sediment,NIA,PFOA,6.22E+04,1.19E+06,
NIA E Sediment Sand Spike,Spike,Lab,Sediment,NIA,PFOA,2.85E+06,1.22E+06,
NIA-G-field sand blank,Blank,Field,Sediment,NIA,PFOA,5.91E+04,2.33E+05,
NIA-G-lab send blank,Blank,Lab,Sediment,NIA,PFOA,3.92E+04,2.25E+05,
NIA-G-sediment sample,Sample,Field,Sediment,NIA,PFOA,7.50E+04,2.34E+05,
NIA-G-sand spike,Spike,Lab,Sediment,NIA,PFOA,1.78E+06,2.24E+05,
NIA G Shrimp Lab Blank 2x,Blank,Lab,Biota,NIA,PFOA,4.59E+04,1.18E+06,
NIA G Shrimp Homogenized Blank 2x,Blank,Homogenizer,Biota,NIA,PFOA,4.37E+04,1.17E+06,
NIA G Shrimp Sample 2x,Sample,Homogenizer,Biota,NIA,PFOA,6.39E+04,1.12E+06,
NIA G Shrimp Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFOA,2.33E+06,1.16E+06,
NIA G Catfish Lab Blank 20x,Blank,Homogenizer,Biota,NIA,PFOA,4.56E+04,1.44E+06,
NIA G Catfish Homogenized Blank 20x,Blank,Homogenizer,Biota,NIA,PFOA,4.48E+04,1.19E+06,
NIA G Catfish A Sample 20x,Sample,Homogenizer,Biota,NIA,PFOA,3.58E+04,1.26E+06,
NIA G Catfish B Sample 20x,Sample,Homogenizer,Biota,NIA,PFOA,4.13E+04,1.13E+06,
NIA G Catfish C Sample 20x,Sample,Homogenizer,Biota,NIA,PFOA,3.98E+04,1.21E+06,
NIA G Catfish Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFOA,2.27E+06,1.22E+06,
NIA G Sediment Lab Blank,Blank,Lab,Sediment,NIA,PFOA,8.79E+04,1.42E+06,
NIA G Sediment Field Blank,Blank,Field,Sediment,NIA,PFOA,4.27E+04,1.25E+06,
NIA G Sediment Sample 2x,Sample,Field,Sediment,NIA,PFOA,8.16E+04,1.37E+06,
NIA G Sediment Spike 2x,Spike,Lab,Sediment,NIA,PFOA,2.14E+06,1.37E+06,
NIA I Sun fish Homogenized blank 2x,Blank,Homogenizer,Biota,NIA,PFOA,4.19E+04,1.31E+06,
NIA I Sun fish spike 2x,Spike,Homogenizer,Biota,NIA,PFOA,3.04E+05,1.33E+06,
NIA I Sun fish sample 4 20x,Sample,Homogenizer,Biota,NIA,PFOA,4.01E+04,1.33E+06,
NIA I Sun fish sample 1 20x,Sample,Homogenizer,Biota,NIA,PFOA,4.20E+04,1.37E+06,
Nia I Sun Fish sample 20x,Sample,Homogenizer,Biota,NIA,PFOA,4.01E+04,1.33E+06,
NIA I Sun fish sample Homo blank,Blank,Homogenizer,Biota,NIA,PFOA,4.37E+04,1.35E+06,
NIA F shrimp Sample,Sample,Homogenizer,Biota,NIA,PFOA,6.99E+04,1.10E+06,
NIA F catfish A sample,Sample,Homogenizer,Biota,NIA,PFOA,4.69E+04,1.26E+06,
NIA F catfish B sample,Sample,Homogenizer,Biota,NIA,PFOA,4.14E+04,1.18E+06,
NIA F catfish C sample,Sample,Homogenizer,Biota,NIA,PFOA,4.42E+04,1.20E+06,
NIA F biota spike,Spike,Homogenizer,Biota,NIA,PFOA,3.08E+06,1.15E+06,
NIA H sedment field blank2,Blank,Field,Sediment,NIA,PFOA,7.04E+04,1.23E+06,
NIA H sedment lab spike1,Spike,Lab,Sediment,NIA,PFOA,1.64E+06,1.33E+06,
NIA H sedment sample2,Sample,Field,Sediment,NIA,PFOA,7.06E+04,1.25E+06,
NIA H sedment field blank1,Blank,Field,Sediment,NIA,PFOA,6.05E+04,1.32E+06,
NIA H sedment lab spike2,Spike,Lab,Sediment,NIA,PFOA,2.02E+06,1.23E+06,
NIA H sedment lab blank2,Blank,Lab,Sediment,NIA,PFOA,6.84E+04,1.20E+06,
NIA H sedment lab blank1,Blank,Lab,Sediment,NIA,PFOA,6.49E+04,1.13E+06,
NIA H sedment sample1,Sample,Field,Sediment,NIA,PFOA,9.06E+04,1.08E+06,
NIA F lab homogenized blank 2X,Blank,Lab,Biota,NIA,PFOA,4.53E+04,1.21E+06,
NIA F lab lab blank 2X,Blank,Lab,Biota,NIA,PFOA,4.71E+04,1.27E+06,
NIA F Sediment field blank,Blank,Field,Sediment,NIA,PFOA,5.80E+04,1.26E+06,
